movieId,title,genres
50,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy
51,"One, The (2001)",Action|Sci-Fi|Thriller
52,Shallow Hal (2001),Comedy|Fantasy|Romance
53,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
54,Spy Game (2001),Action|Crime|Drama|Thriller
55,In the Bedroom (2001),Drama
56,Ocean's Eleven (2001),Crime|Thriller
57,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
58,Not Another Teen Movie (2001),Comedy
59,Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller
60,"Royal Tenenbaums, The (2001)",Comedy|Drama
61,Kate & Leopold (2001),Comedy|Romance
62,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
63,"Majestic, The (2001)",Comedy|Drama|Romance
64,"Beautiful Mind, A (2001)",Drama|Romance
65,Gosford Park (2001),Comedy|Drama|Mystery
66,I Am Sam (2001),Drama
67,Monster's Ball (2001),Drama|Romance
68,Orange County (2002),Comedy
69,"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",Action|Mystery|Thriller
70,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller
71,"Mothman Prophecies, The (2002)",Drama|Fantasy|Horror|Mystery|Thriller
72,"Walk to Remember, A (2002)",Drama|Romance
73,Metropolis (2001),Animation|Sci-Fi
74,John Q (2002),Crime|Drama|Thriller
75,Super Troopers (2001),Comedy|Crime|Mystery
76,Queen of the Damned (2002),Fantasy|Horror
77,Monsoon Wedding (2001),Comedy|Romance
78,"Time Machine, The (2002)",Action|Adventure|Sci-Fi
79,Ice Age (2002),Adventure|Animation|Children|Comedy
80,Resident Evil (2002),Action|Horror|Sci-Fi|Thriller
81,Showtime (2002),Action|Comedy
82,Blade II (2002),Action|Horror|Thriller
83,Death to Smoochy (2002),Comedy|Crime|Drama
84,Panic Room (2002),Thriller
85,"Rookie, The (2002)",Drama
86,National Lampoon's Van Wilder (2002),Comedy
87,Frailty (2001),Crime|Drama|Thriller
88,"Sweetest Thing, The (2002)",Comedy|Romance
89,My Big Fat Greek Wedding (2002),Comedy|Romance
90,The Scorpion King (2002),Action|Adventure|Fantasy|Thriller
91,"Salton Sea, The (2002)",Crime|Drama|Thriller
92,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller
93,About a Boy (2002),Comedy|Drama|Romance
94,"Importance of Being Earnest, The (2002)",Comedy|Drama|Romance
95,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller
96,"Sum of All Fears, The (2002)",Drama|Thriller
97,"Bourne Identity, The (2002)",Action|Mystery|Thriller
98,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery
99,Lilo & Stitch (2002),Adventure|Animation|Children|Sci-Fi
100,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller
101,Mr. Deeds (2002),Comedy|Romance
102,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi
103,Reign of Fire (2002),Action|Adventure|Fantasy
104,Road to Perdition (2002),Crime|Drama
105,Austin Powers in Goldmember (2002),Comedy
106,Signs (2002),Horror|Sci-Fi|Thriller
107,"Good Girl, The (2002)",Comedy|Drama
108,xXx (2002),Action|Crime|Thriller
109,One Hour Photo (2002),Drama|Thriller
110,"Transporter, The (2002)",Action|Crime
111,Igby Goes Down (2002),Comedy|Drama
112,"Das Experiment (Experiment, The) (2001)",Drama|Thriller
113,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy
114,Sweet Home Alabama (2002),Comedy|Romance
115,"Tuxedo, The (2002)",Action|Comedy
116,Red Dragon (2002),Crime|Mystery|Thriller
117,Bowling for Columbine (2002),Documentary
118,Punch-Drunk Love (2002),Comedy|Drama|Romance
119,"Ring, The (2002)",Horror|Mystery|Thriller
120,Jackass: The Movie (2002),Action|Comedy|Documentary
121,Frida (2002),Drama|Romance
122,8 Mile (2002),Drama
123,Far from Heaven (2002),Drama|Romance
124,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy
125,Die Another Day (2002),Action|Adventure|Thriller
126,Talk to Her (Hable con Ella) (2002),Drama|Romance
127,Solaris (2002),Drama|Romance|Sci-Fi
128,Adaptation (2002),Comedy|Drama|Romance
129,Equilibrium (2002),Action|Sci-Fi|Thriller
130,Maid in Manhattan (2002),Comedy|Romance
131,Star Trek: Nemesis (2002),Action|Drama|Sci-Fi|Thriller
132,About Schmidt (2002),Comedy|Drama
133,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
134,25th Hour (2002),Crime|Drama
135,Gangs of New York (2002),Crime|Drama
136,Two Weeks Notice (2002),Comedy|Romance
137,Catch Me If You Can (2002),Crime|Drama
138,"Hours, The (2002)",Drama|Romance
139,Confessions of a Dangerous Mind (2002),Comedy|Crime|Drama|Thriller
140,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
141,Final Destination 2 (2003),Horror|Thriller
142,"Recruit, The (2003)",Action|Thriller
143,How to Lose a Guy in 10 Days (2003),Comedy|Romance
144,Shanghai Knights (2003),Action|Adventure|Comedy
145,Daredevil (2003),Action|Crime
146,Old School (2003),Comedy
147,Bend It Like Beckham (2002),Comedy|Drama|Romance
148,Phone Booth (2002),Drama|Thriller
149,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),Action|Animation|Sci-Fi|Thriller
150,Anger Management (2003),Comedy
151,Bulletproof Monk (2003),Action|Adventure|Sci-Fi
152,Holes (2003),Adventure|Children|Comedy|Mystery
153,Identity (2003),Crime|Horror|Mystery|Thriller
154,Spellbound (2002),Documentary
155,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller
156,Down with Love (2003),Comedy|Romance
157,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance
158,Finding Nemo (2003),Adventure|Animation|Children|Comedy
159,"Italian Job, The (2003)",Action|Crime
160,"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)",Action|Crime|Thriller
161,Whale Rider (2002),Drama
162,Dumb and Dumberer: When Harry Met Lloyd (2003),Comedy
163,28 Days Later (2002),Action|Horror|Sci-Fi
164,Charlie's Angels: Full Throttle (2003),Action|Adventure|Comedy|Crime|Thriller
165,Hulk (2003),Action|Adventure|Sci-Fi
166,"Legally Blonde 2: Red, White & Blonde (2003)",Comedy
167,Terminator 3: Rise of the Machines (2003),Action|Adventure|Sci-Fi
168,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy
169,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi
170,Bad Boys II (2003),Action|Comedy|Crime|Thriller
171,Johnny English (2003),Action|Comedy|Thriller
172,Dirty Pretty Things (2002),Crime|Drama|Thriller
173,Lara Croft Tomb Raider: The Cradle of Life (2003),Action|Adventure|Comedy|Romance|Thriller
174,Seabiscuit (2003),Drama
175,American Wedding (American Pie 3) (2003),Comedy
176,Freaky Friday (2003),Children|Comedy|Fantasy
177,S.W.A.T. (2003),Action|Thriller
178,Shaolin Soccer (Siu lam juk kau) (2001),Action|Comedy
179,American Splendor (2003),Comedy|Drama
180,Matchstick Men (2003),Comedy|Crime|Drama
181,Once Upon a Time in Mexico (2003),Action|Adventure|Crime|Thriller
182,Lost in Translation (2003),Comedy|Drama|Romance
183,Secondhand Lions (2003),Children|Comedy|Drama
184,Underworld (2003),Action|Fantasy|Horror
185,Bubba Ho-tep (2002),Comedy|Horror
186,"Rundown, The (2003)",Action|Adventure|Comedy
187,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",Animation|Comedy|Fantasy
188,"Station Agent, The (2003)",Comedy|Drama
189,Mystic River (2003),Crime|Drama|Mystery
190,Intolerable Cruelty (2003),Comedy|Romance
191,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller
192,Runaway Jury (2003),Drama|Thriller
193,Scary Movie 3 (2003),Comedy|Horror
194,Elf (2003),Children|Comedy|Fantasy
195,Love Actually (2003),Comedy|Drama|Romance
196,21 Grams (2003),Crime|Drama|Mystery|Romance|Thriller
197,Bad Santa (2003),Comedy|Crime
198,"Haunted Mansion, The (2003)",Children|Comedy|Fantasy|Horror
199,Hero (Ying xiong) (2002),Action|Adventure|Drama
200,"Cooler, The (2003)",Comedy|Drama|Romance
201,Big Fish (2003),Drama|Fantasy|Romance
202,Something's Gotta Give (2003),Comedy|Drama|Romance
203,Stuck on You (2003),Comedy
204,Girl with a Pearl Earring (2003),Drama|Romance
205,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
206,Mona Lisa Smile (2003),Drama|Romance
207,Monster (2003),Crime|Drama
208,Paycheck (2003),Action|Sci-Fi|Thriller
209,Along Came Polly (2004),Comedy|Romance
210,The Butterfly Effect (2004),Drama|Sci-Fi|Thriller
211,Miracle (2004),Drama
212,"Dreamers, The (2003)",Drama
213,50 First Dates (2004),Comedy|Romance
214,EuroTrip (2004),Adventure|Comedy
215,"Good bye, Lenin! (2003)",Comedy|Drama
216,Hidalgo (2004),Adventure|Drama
217,Starsky & Hutch (2004),Action|Comedy|Crime|Thriller
218,Secret Window (2004),Mystery|Thriller
219,Dawn of the Dead (2004),Action|Drama|Horror|Thriller
220,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
221,"Ladykillers, The (2004)",Comedy|Crime
222,Dogville (2003),Drama|Mystery|Thriller
223,Hellboy (2004),Action|Adventure|Fantasy|Horror
224,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller
225,"Punisher, The (2004)",Action|Crime|Thriller
226,13 Going on 30 (2004),Comedy|Fantasy|Romance
227,Man on Fire (2004),Action|Crime|Drama|Mystery|Thriller
228,Mean Girls (2004),Comedy
229,Van Helsing (2004),Action|Adventure|Fantasy|Horror
230,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",Drama
231,"Day After Tomorrow, The (2004)",Action|Adventure|Drama|Sci-Fi|Thriller
232,Saved! (2004),Comedy|Drama
233,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",Action|Comedy|Crime|Drama
234,"Chronicles of Riddick, The (2004)",Action|Sci-Fi|Thriller
235,"Stepford Wives, The (2004)",Comedy|Fantasy|Thriller
236,Napoleon Dynamite (2004),Comedy
237,Super Size Me (2004),Comedy|Documentary|Drama
238,Dodgeball: A True Underdog Story (2004),Comedy
239,"Terminal, The (2004)",Comedy|Drama|Romance
240,"Notebook, The (2004)",Drama|Romance
241,Fahrenheit 9/11 (2004),Documentary
242,Before Sunset (2004),Drama|Romance
243,Anchorman: The Legend of Ron Burgundy (2004),Comedy
244,"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller
245,"Bourne Supremacy, The (2004)",Action|Crime|Thriller
246,"Manchurian Candidate, The (2004)",Thriller
247,"Village, The (2004)",Drama|Mystery|Thriller
248,Garden State (2004),Comedy|Drama|Romance
249,Collateral (2004),Action|Crime|Drama|Thriller
250,Harold and Kumar Go to White Castle (2004),Adventure|Comedy
251,AVP: Alien vs. Predator (2004),Action|Horror|Sci-Fi|Thriller
252,Resident Evil: Apocalypse (2004),Action|Horror|Sci-Fi|Thriller
253,Sky Captain and the World of Tomorrow (2004),Action|Adventure|Sci-Fi
254,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",Adventure|Drama
255,Shaun of the Dead (2004),Comedy|Horror
256,Shark Tale (2004),Animation|Children|Comedy
257,I Heart Huckabees (2004),Comedy
258,Primer (2004),Drama|Sci-Fi
259,Team America: World Police (2004),Action|Adventure|Animation|Comedy
260,"Grudge, The (2004)",Horror|Mystery|Thriller
261,Sideways (2004),Comedy|Drama|Romance
262,The Machinist (2004),Drama|Mystery|Thriller
263,Saw (2004),Horror|Mystery|Thriller
264,Ray (2004),Drama
265,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy
266,Bridget Jones: The Edge of Reason (2004),Comedy|Drama|Romance
267,Finding Neverland (2004),Drama
268,National Treasure (2004),Action|Adventure|Drama|Mystery|Thriller
269,Closer (2004),Drama|Romance
270,House of Flying Daggers (Shi mian mai fu) (2004),Action|Drama|Romance
271,Ocean's Twelve (2004),Action|Comedy|Crime|Thriller
272,Blade: Trinity (2004),Action|Fantasy|Horror|Thriller
273,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi
274,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy
275,Old Boy (2003),Mystery|Thriller
276,Ong-Bak: The Thai Warrior (Ong Bak) (2003),Action|Thriller
277,Spanglish (2004),Comedy|Drama|Romance
278,"Chorus, The (Choristes, Les) (2004)",Drama
279,Layer Cake (2004),Crime|Drama|Thriller
280,"Corporation, The (2003)",Documentary
281,"Scanner Darkly, A (2006)",Animation|Drama|Mystery|Sci-Fi|Thriller
282,Million Dollar Baby (2004),Drama
283,"Life Aquatic with Steve Zissou, The (2004)",Adventure|Comedy|Fantasy
284,"Aviator, The (2004)",Drama
285,In Good Company (2004),Comedy|Drama
286,Meet the Fockers (2004),Comedy
287,Elektra (2005),Action|Adventure|Crime|Drama
288,"Wedding Date, The (2005)",Comedy|Romance
289,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance
290,Hitch (2005),Comedy|Romance
291,Constantine (2005),Action|Fantasy|Horror|Thriller
292,Kung Fu Hustle (Gong fu) (2004),Action|Comedy
293,Hostage (2005),Action|Crime|Drama|Thriller
294,"Hitchhiker's Guide to the Galaxy, The (2005)",Adventure|Comedy|Sci-Fi
295,Crash (2004),Crime|Drama
296,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi
297,Madagascar (2005),Adventure|Animation|Children|Comedy
298,Cinderella Man (2005),Drama|Romance
299,Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance
300,Bewitched (2005),Comedy|Fantasy|Romance
301,War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller
302,"March of the Penguins (Marche de l'empereur, La) (2005)",Documentary
303,Fantastic Four (2005),Action|Adventure|Sci-Fi
304,Wedding Crashers (2005),Comedy|Romance
305,"Island, The (2005)",Action|Sci-Fi|Thriller
306,Serenity (2005),Action|Adventure|Sci-Fi
307,Broken Flowers (2005),Comedy|Drama
308,"Dukes of Hazzard, The (2005)",Action|Adventure|Comedy
309,"40-Year-Old Virgin, The (2005)",Comedy|Romance
310,"Brothers Grimm, The (2005)",Comedy|Fantasy|Horror|Thriller
311,"Constant Gardener, The (2005)",Drama|Thriller
312,Transporter 2 (2005),Action|Crime|Thriller
313,Family Guy Presents Stewie Griffin: The Untold Story (2005),Adventure|Animation|Comedy
314,Doom (2005),Action|Horror|Sci-Fi
315,Waiting... (2005),Comedy
316,Aeon Flux (2005),Action|Sci-Fi
317,Flightplan (2005),Action|Drama|Thriller
318,"History of Violence, A (2005)",Action|Crime|Drama|Thriller
319,Capote (2005),Crime|Drama
320,Final Fantasy VII: Advent Children (2004),Action|Adventure|Animation|Fantasy|Sci-Fi
321,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy
322,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller
323,Brokeback Mountain (2005),Drama|Romance
324,"Good Night, and Good Luck. (2005)",Crime|Drama
325,Saw II (2005),Horror|Thriller
326,Syriana (2005),Drama|Thriller
327,Pride & Prejudice (2005),Drama|Romance
328,"Descent, The (2005)",Adventure|Drama|Horror|Thriller
329,Match Point (2005),Crime|Drama|Romance
330,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy
331,King Kong (2005),Action|Adventure|Drama|Fantasy|Thriller
332,Munich (2005),Action|Crime|Drama|Thriller
333,Fun with Dick and Jane (2005),Comedy|Crime
334,Hostel (2005),Horror
335,Underworld: Evolution (2006),Action|Fantasy|Horror
336,Ultraviolet (2006),Action|Fantasy|Sci-Fi|Thriller
337,Ice Age 2: The Meltdown (2006),Adventure|Animation|Children|Comedy
338,Thank You for Smoking (2006),Comedy|Drama
339,Inside Man (2006),Crime|Drama|Thriller
340,"Lives of Others, The (Das leben der Anderen) (2006)",Drama|Romance|Thriller
341,Lucky Number Slevin (2006),Crime|Drama|Mystery
342,"Benchwarmers, The (2006)",Comedy
343,Scary Movie 4 (2006),Comedy|Horror
344,Hard Candy (2005),Drama|Thriller
345,Silent Hill (2006),Fantasy|Horror|Thriller
346,Mission: Impossible III (2006),Action|Adventure|Thriller
347,Over the Hedge (2006),Adventure|Animation|Children|Comedy
348,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller
349,X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller
350,"Break-Up, The (2006)",Comedy|Drama|Romance
351,Cars (2006),Animation|Children|Comedy
352,Nacho Libre (2006),Comedy
353,"Lake House, The (2006)",Drama|Fantasy|Romance
354,Click (2006),Adventure|Comedy|Drama|Fantasy|Romance
355,"Devil Wears Prada, The (2006)",Comedy|Drama
356,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy
357,Clerks II (2006),Comedy
358,Marie Antoinette (2006),Drama|Romance
359,"Inconvenient Truth, An (2006)",Documentary
360,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)",Action|Crime|Drama|Thriller
361,Little Miss Sunshine (2006),Adventure|Comedy|Drama
362,Babel (2006),Drama|Thriller
363,Snakes on a Plane (2006),Action|Comedy|Horror|Thriller
364,Talladega Nights: The Ballad of Ricky Bobby (2006),Action|Comedy
365,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance
366,Miami Vice (2006),Action|Crime|Drama|Thriller
367,"Pursuit of Happyness, The (2006)",Drama
368,Crank (2006),Action|Thriller
369,Accepted (2006),Comedy
370,"Illusionist, The (2006)",Drama|Fantasy|Mystery|Romance
371,The Queen (2006),Drama
372,Idiocracy (2006),Adventure|Comedy|Sci-Fi|Thriller
373,"Fountain, The (2006)",Drama|Fantasy|Romance
374,"Science of Sleep, The (La science des rêves) (2006)",Comedy|Drama|Fantasy|Romance
375,Apocalypto (2006),Adventure|Drama|Thriller
376,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy
377,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller
378,"Departed, The (2006)",Crime|Drama|Thriller
379,"Last King of Scotland, The (2006)",Drama|Thriller
380,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller
381,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller
382,Saw III (2006),Crime|Horror|Thriller
383,Casino Royale (2006),Action|Adventure|Thriller
384,Déjà Vu (Deja Vu) (2006),Action|Sci-Fi|Thriller
385,"Holiday, The (2006)",Comedy|Romance
386,Eragon (2006),Action|Adventure|Fantasy
387,Rocky Balboa (2006),Action|Drama
388,Smokin' Aces (2006),Action|Crime|Drama|Thriller
389,Ratatouille (2007),Animation|Children|Drama
390,Ghost Rider (2007),Action|Fantasy|Thriller
391,Music and Lyrics (2007),Comedy|Romance
392,"Number 23, The (2007)",Drama|Mystery|Thriller
393,Hot Fuzz (2007),Action|Comedy|Crime|Mystery
394,Next (2007),Action|Sci-Fi|Thriller
395,Zodiac (2007),Crime|Drama|Thriller
396,Shooter (2007),Action|Drama|Thriller
397,Blades of Glory (2007),Comedy|Romance
398,Grindhouse (2007),Action|Crime|Horror|Sci-Fi|Thriller
399,Meet the Robinsons (2007),Action|Adventure|Animation|Children|Comedy|Sci-Fi
400,Sunshine (2007),Adventure|Drama|Sci-Fi|Thriller
401,Disturbia (2007),Drama|Thriller
402,Fracture (2007),Crime|Drama|Mystery|Thriller
403,Knocked Up (2007),Comedy|Drama|Romance
404,28 Weeks Later (2007),Horror|Sci-Fi|Thriller
405,Shrek the Third (2007),Adventure|Animation|Children|Comedy|Fantasy
406,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy
407,Ocean's Thirteen (2007),Crime|Thriller
408,Fantastic Four: Rise of the Silver Surfer (2007),Action|Adventure|Sci-Fi
409,Death Proof (2007),Action|Adventure|Crime|Horror|Thriller
410,Sicko (2007),Documentary|Drama
411,1408 (2007),Drama|Horror|Thriller
412,Live Free or Die Hard (2007),Action|Adventure|Crime|Thriller
413,Evan Almighty (2007),Comedy|Fantasy
414,I Now Pronounce You Chuck and Larry (2007),Comedy|Romance
415,Stardust (2007),Adventure|Comedy|Fantasy|Romance
416,"Simpsons Movie, The (2007)",Animation|Comedy
417,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller
418,Superbad (2007),Comedy
419,"King of Kong, The (2007)",Documentary
420,Planet Terror (2007),Action|Horror|Sci-Fi
421,Shoot 'Em Up (2007),Action|Comedy|Crime
422,Eastern Promises (2007),Crime|Drama|Thriller
423,Resident Evil: Extinction (2007),Action|Horror|Sci-Fi|Thriller
424,Into the Wild (2007),Action|Adventure|Drama
425,"Darjeeling Limited, The (2007)",Adventure|Comedy|Drama
426,Michael Clayton (2007),Drama|Thriller
427,30 Days of Night (2007),Horror|Thriller
428,Gone Baby Gone (2007),Crime|Drama|Mystery
429,Persepolis (2007),Animation|Drama
430,Elite Squad (Tropa de Elite) (2007),Action|Crime|Drama|Thriller
431,American Gangster (2007),Crime|Drama|Thriller
432,Bee Movie (2007),Animation|Comedy
433,No Country for Old Men (2007),Crime|Drama
434,Be Kind Rewind (2008),Comedy
435,"Mist, The (2007)",Horror|Sci-Fi
436,"Golden Compass, The (2007)",Adventure|Children|Fantasy
437,Futurama: Bender's Big Score (2007),Animation|Comedy|Sci-Fi
438,Juno (2007),Comedy|Drama|Romance
439,"Bucket List, The (2007)",Comedy|Drama
440,National Treasure: Book of Secrets (2007),Action|Adventure
441,P.S. I Love You (2007),Comedy|Drama|Romance
442,27 Dresses (2008),Comedy|Romance
443,Cloverfield (2008),Action|Mystery|Sci-Fi|Thriller
444,"Girl Who Leapt Through Time, The (Toki o kakeru shôjo) (2006)",Animation|Comedy|Drama|Romance|Sci-Fi
445,Hellboy II: The Golden Army (2008),Action|Adventure|Fantasy|Sci-Fi
446,In Bruges (2008),Comedy|Crime|Drama|Thriller
447,Jumper (2008),Action|Adventure|Drama|Sci-Fi|Thriller
448,"Definitely, Maybe (2008)",Comedy|Drama|Romance
449,Semi-Pro (2008),Comedy
450,"10,000 BC (2008)",Adventure|Romance|Thriller
451,"Bank Job, The (2008)",Action|Crime|Thriller
452,21 (2008),Crime|Drama|Romance|Thriller
453,Forgetting Sarah Marshall (2008),Comedy|Romance
454,Harold & Kumar Escape from Guantanamo Bay (2008),Adventure|Comedy
455,Baby Mama (2008),Comedy
456,Iron Man (2008),Action|Adventure|Sci-Fi
457,Taken (2008),Action|Crime|Drama|Thriller
458,"Fall, The (2006)",Adventure|Drama|Fantasy
459,"Chronicles of Narnia: Prince Caspian, The (2008)",Adventure|Children|Fantasy
460,Indiana Jones and the Kingdom of the Crystal Skull (2008),Action|Adventure|Comedy|Sci-Fi
461,Sex and the City (2008),Comedy|Romance
462,You Don't Mess with the Zohan (2008),Comedy
463,"Incredible Hulk, The (2008)",Action|Sci-Fi
464,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi
465,Wanted (2008),Action|Thriller
466,Hancock (2008),Action|Adventure|Comedy|Crime|Fantasy
467,Get Smart (2008),Action|Comedy
468,Step Brothers (2008),Comedy
469,Vicky Cristina Barcelona (2008),Comedy|Drama|Romance
470,Pineapple Express (2008),Action|Comedy|Crime
471,Let the Right One In (Låt den rätte komma in) (2008),Drama|Fantasy|Horror|Romance
472,Burn After Reading (2008),Comedy|Crime|Drama
473,Nick and Norah's Infinite Playlist (2008),Comedy|Drama|Romance
474,Body of Lies (2008),Action|Drama|Thriller
475,RocknRolla (2008),Action|Crime
476,Slumdog Millionaire (2008),Crime|Drama|Romance
477,Quantum of Solace (2008),Action|Adventure|Thriller
478,Role Models (2008),Comedy
479,Bolt (2008),Action|Adventure|Animation|Children|Comedy
480,Milk (2008),Drama
481,Twilight (2008),Drama|Fantasy|Romance|Thriller
482,Gran Torino (2008),Crime|Drama
483,Seven Pounds (2008),Drama
484,"Wrestler, The (2008)",Drama
485,"Curious Case of Benjamin Button, The (2008)",Drama|Fantasy|Mystery|Romance
486,Yes Man (2008),Comedy
487,Bedtime Stories (2008),Adventure|Children|Comedy
488,Marley & Me (2008),Comedy|Drama
489,Ponyo (Gake no ue no Ponyo) (2008),Adventure|Animation|Children|Fantasy
490,Coraline (2009),Animation|Fantasy|Thriller
491,He's Just Not That Into You (2009),Comedy|Drama|Romance
492,"I Love You, Man (2009)",Comedy
493,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",Crime|Drama|Mystery|Thriller
494,Adventureland (2009),Comedy|Drama
495,"Fast & Furious (Fast and the Furious 4, The) (2009)",Action|Crime|Drama|Thriller
496,17 Again (2009),Comedy|Drama
497,Moon (2009),Drama|Mystery|Sci-Fi|Thriller
